k,F1 Score
4,0.64917084
5,0.6761054799999999
6,0.6579621000000002
7,0.6691821
8,0.64747279
9,0.6803962900000002
10,0.6586430900000001
11,0.6714701700000002
12,0.6717688900000001
13,0.6700019000000004
14,0.67495609
15,0.67513146
16,0.6702602400000004
17,0.6818999600000001
18,0.67812486
19,0.6865066799999998
20,0.6821137199999999
21,0.6923463299999999
22,0.6855990900000001
23,0.6859254199999999
24,0.6898001599999999
25,0.6872549499999999
