k,F1 Score
4,0.5252560699999999
5,0.5235017800000001
6,0.52793982
7,0.5295675699999998
8,0.5291627799999999
9,0.53010037
10,0.5313779500000001
11,0.5298240900000002
12,0.5298275800000001
13,0.52898063
14,0.5287182
15,0.52782994
16,0.5266470300000002
17,0.5284365700000001
18,0.5290497300000001
19,0.5301564999999999
20,0.52988866
21,0.5292926499999999
22,0.5309967999999997
23,0.5326558400000001
24,0.5331375
25,0.5323538000000001
