k,F1 Score
4,0.51140735
5,0.5306152
6,0.5193397699999999
7,0.5286993600000002
8,0.52581649
9,0.5268952199999999
10,0.5261054500000002
11,0.5291719799999998
12,0.5254928
13,0.5288841900000001
14,0.5262803200000001
15,0.5284294
16,0.5251756400000004
17,0.52867195
18,0.5244982899999999
19,0.52851738
20,0.52530502
21,0.5262921
22,0.5243403900000001
23,0.5252586399999999
24,0.5231009700000001
25,0.5244249500000001
