k,F1 Score
4,0.9579599699999999
5,0.9587096599999999
6,0.9605276899999997
7,0.9569975499999995
8,0.9612541199999999
9,0.9619936299999995
10,0.9642436599999995
11,0.9663066499999996
12,0.9682286999999996
13,0.9690821299999998
14,0.9710266899999997
15,0.97072792
16,0.9694430999999998
17,0.9697572999999997
18,0.9703508
19,0.9699868699999997
20,0.9688898399999998
21,0.9678151299999997
22,0.9670345299999998
23,0.96704212
24,0.9658797000000001
25,0.9643412700000001
