k,F1 Score
4,0.7698725899999999
5,0.76473452
6,0.7681801900000005
7,0.7654186299999998
8,0.7662580000000001
9,0.76452686
10,0.76377517
11,0.76294873
12,0.76195193
13,0.7610002000000001
14,0.7606670199999997
15,0.7598459300000002
16,0.7590175200000001
17,0.7580592000000002
18,0.7578029499999999
19,0.7565452199999999
20,0.7558680000000002
21,0.7546216499999996
22,0.75421762
23,0.7532347699999997
24,0.7529713600000001
25,0.7521871899999999
