k,F1 Score
4,0.5738713199999996
5,0.5724204599999999
6,0.57541406
7,0.5697130699999997
8,0.56322915
9,0.55983488
10,0.5329197699999999
11,0.5374875399999998
12,0.52793359
13,0.5190024000000002
14,0.5068451600000001
15,0.5056696
16,0.5010367900000002
17,0.5021444000000002
18,0.49927897
19,0.4997780500000001
20,0.50090195
21,0.50021912
22,0.4988597999999998
23,0.49743793
24,0.4938789099999999
25,0.4868013299999998
