k,F1 Score
4,0.56848097
5,0.5756010799999998
6,0.5726927800000001
7,0.5761489799999998
8,0.5792672599999998
9,0.5812523500000001
10,0.58670231
11,0.5860600100000001
12,0.5894774300000001
13,0.5877307200000002
14,0.5867235400000003
15,0.5839193100000001
16,0.58221775
17,0.5828922200000002
18,0.5844041400000003
19,0.5838500600000004
20,0.5840452300000003
21,0.5837361600000003
22,0.5813444600000003
23,0.5809618800000002
24,0.5786017100000003
25,0.5686688000000001
