k,F1 Score
4,0.9194808499999998
5,0.9263607500000001
6,0.92772778
7,0.92585067
8,0.93022348
9,0.9263009099999998
10,0.9304675299999995
11,0.9275520399999998
12,0.9280312299999994
13,0.9248246099999995
14,0.9257718699999995
15,0.9226671699999999
16,0.9240794499999997
17,0.9236338099999999
18,0.9240776299999994
19,0.9227210199999998
20,0.9243556299999995
21,0.9209342399999995
22,0.9222329599999998
23,0.9194685899999999
24,0.9204584099999998
25,0.9179859799999996
