k,F1 Score
4,0.9554773099999997
5,0.9616593299999999
6,0.9610891799999997
7,0.9645122399999996
8,0.9614301099999999
9,0.9658801099999998
10,0.9612511399999998
11,0.9690367499999998
12,0.96374924
13,0.9684529299999999
14,0.96448563
15,0.96567002
16,0.9602076899999997
17,0.9625702499999997
18,0.9565234799999999
19,0.9582385599999996
20,0.95273806
21,0.9560577299999997
22,0.9500286700000002
23,0.9519392500000001
24,0.9458300000000003
25,0.94544321
