k,F1 Score
4,0.9247616399999997
5,0.92782614
6,0.93004124
7,0.9271410699999997
8,0.9290834299999997
9,0.9288497200000001
10,0.9296769399999999
11,0.9299623499999999
12,0.9302303599999999
13,0.9312600299999996
14,0.9322166699999995
15,0.9325701899999995
16,0.9330219799999998
17,0.9331378699999996
18,0.9317135899999996
19,0.9307375699999997
20,0.9305161299999999
21,0.9309021900000001
22,0.9309144700000002
23,0.9296278599999998
24,0.9292036799999999
25,0.92862714
