k,F1 Score
4,0.71815472
5,0.7083459299999998
6,0.7134103000000002
7,0.7171497900000005
8,0.7147694000000002
9,0.7189251700000001
10,0.7205135
11,0.7235954099999998
12,0.7226083499999997
13,0.7176559999999997
14,0.7176364200000002
15,0.7226653999999999
16,0.7162570300000002
17,0.7210382199999998
18,0.71971337
19,0.7189936799999999
20,0.7176446700000001
21,0.7141762999999999
22,0.7098494699999999
23,0.7124440899999999
24,0.7148127199999997
25,0.7178913899999999
